Dive Number,GF Minimum,GF Maximum,Surface Interval (min),Imperial Units,Start Battery Voltage,Start CNS %,Start Date,Start External O2 Sensor Status,Start Low Set Point,Start High Set Point,Computer Firmware Version,Max Depth,Max Time,Error History,End Battery Voltage,End CNS,End Date,End External O2 Sensor Status,End Low Set Point,End High Set Point,Computer Serial Number,Computer Firmware Version,Computer Model,Log Version,Deco Model,VPM-B Conservatism,Start Surface Pressure,End Surface Pressure,Product
1250,18.1,0,2,1.08,0.39,0,0,81,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1260,18.4,0,2,1.09,0.39,0,0,73,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1270,18.8,0,2,1.1,0.39,0,0,67,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1280,19.3,0,2,1.12,0.39,0,0,59,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1290,19.6,0,2,1.13,0.39,0,0,59,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1300,19.6,0,2,1.13,0.39,0,0,54,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1310,19.5,0,2,1.13,0.39,0,0,55,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1320,19.6,0,2,1.13,0.39,0,0,53,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1330,20,0,2,1.15,0.39,0,0,49,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1340,20.4,0,2,1.16,0.39,0,0,45,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1350,20.5,0,2,1.17,0.39,0,0,45,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1360,21.2,0,3,1.19,0.39,0,0,41,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1370,21.7,0,3,1.21,0.39,0,0,39,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1380,21.7,0,3,1.21,0.39,0,0,36,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1390,21.9,0,3,1.22,0.39,0,0,35,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1400,22.1,0,3,1.23,0.39,0,0,34,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1410,21.7,0,3,1.22,0.39,0,0,35,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1420,21.2,0,3,1.19,0.39,0,0,38,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1430,20.6,0,3,1.18,0.39,0,0,39,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1440,19.6,0,2,1.13,0.39,0,0,45,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1450,18.6,0,2,1.1,0.39,0,0,51,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1460,17.3,0,2,1.05,0.39,0,0,85,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1470,16,0,2,1,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1480,15.5,0,2,0.98,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1490,14.3,0,2,0.93,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1500,14.1,0,2,0.92,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1510,14,0,2,0.92,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1520,14,0,2,0.92,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1530,13.4,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1540,13.1,0,2,0.88,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1550,13.5,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1560,13.6,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1570,14,0,2,0.91,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1580,14.2,0,2,0.92,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1590,13.9,0,2,0.91,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1600,13.9,0,2,0.91,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1610,13.6,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1620,13.3,0,2,0.89,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1630,13.2,0,2,0.89,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1640,13.5,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1650,13.4,0,2,0.9,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1660,13.2,0,2,0.89,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1670,12.7,0,2,0.87,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1680,11.9,0,2,0.84,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1690,12.2,0,2,0.85,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1700,12,0,2,0.84,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1710,11.8,0,2,0.83,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1720,11.3,0,2,0.82,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1730,10.9,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1740,10.5,0,2,0.79,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1750,10.2,0,1,0.77,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1760,9.4,0,1,0.74,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1770,8.5,0,1,0.71,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1780,8,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1790,7.3,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1800,6.6,0,1,0.63,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1810,6.4,0,1,0.63,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1820,5.4,0,1,0.59,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1830,4.7,0,1,0.56,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1840,5.3,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1850,6.1,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1860,6.9,0,1,0.64,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1870,6.9,0,1,0.65,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1880,7.3,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1890,6.8,0,1,0.64,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1900,7.4,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1910,7.8,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1920,9.3,0,1,0.73,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1930,12.9,0,2,0.87,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1940,12.1,0,2,0.85,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1950,11.2,0,2,0.81,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1960,11.3,0,2,0.82,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1970,11.4,0,2,0.81,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1980,11.7,0,2,0.83,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
1990,10.9,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2000,11,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2010,11,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2020,11,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2030,10.8,0,2,0.79,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2040,11,0,2,0.8,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2050,10.7,0,2,0.79,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2060,10.4,0,2,0.78,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2070,10.2,0,1,0.77,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2080,10.2,0,1,0.77,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2090,9.8,0,1,0.75,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2100,8.8,0,1,0.72,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2110,8.6,0,1,0.71,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2120,8.7,0,1,0.71,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2130,8.3,0,1,0.7,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2140,8.1,0,1,0.69,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2150,8.1,0,1,0.69,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2160,8.4,0,1,0.7,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2170,8.3,0,1,0.7,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2180,8,0,1,0.69,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2190,7.9,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2200,7.9,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2210,8,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2220,7.7,0,1,0.68,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2230,7.5,0,1,0.67,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.46,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2240,7.2,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2250,6.2,0,1,0.62,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2260,6,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2270,5.2,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2280,5.1,0,1,0.57,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2290,5.1,0,1,0.57,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2300,5.3,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2310,5.9,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2320,5.9,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2330,5.7,0,1,0.6,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2340,5.4,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2350,5.1,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2360,5,0,1,0.57,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2370,4.4,0,1,0.55,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2380,3.6,0,1,0.52,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,200,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2390,5.3,0,1,0.58,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2400,5.7,0,1,0.6,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2410,5.9,0,1,0.6,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2420,6,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2430,5.9,0,1,0.61,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2440,6.5,0,1,0.63,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2450,6.7,0,1,0.63,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2460,7.5,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2470,7.4,0,1,0.66,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2480,5.7,0,1,0.6,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2490,4.8,0,1,0.56,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2500,4.1,0,1,0.54,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2510,3.2,0,1,0.5,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2520,1.7,0,1,0.44,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2530,0,0,1,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2540,0,0,0,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.45,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2550,0,0,0,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.44,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2560,0,0,0,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.44,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2570,0,0,0,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.43,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
2580,0,0,0,0.38,0.39,0,0,99,1,0,7,FALSE,TRUE,0,0,0,0,199,1.43,AI is off,AI is off,AI is off,AI is off,Not paired,AI is off,0,0,0,
